id,state,race,party,last_election,voter_type
85986,AR,w,r,d,registered
83206,AR,h,r,d,likely
49383,AL,b,d,d,likely
68679,AZ,w,r,d,likely
40264,AR,w,r,d,likely
66485,AL,h,d,r,registered
76601,CA,h,d,r,registered
35258,AR,b,d,d,registered
78611,CO,w,r,r,registered
29420,CA,w,r,d,registered
45928,AZ,h,d,r,registered
17316,AZ,w,d,r,registered
94902,AL,a,r,r,registered
86962,CO,w,r,r,registered
15559,CO,w,d,d,registered
40899,AK,h,r,d,registered
51080,AZ,a,r,i,registered
26460,AL,w,d,d,registered
97340,AZ,h,r,r,registered
60355,AR,w,d,r,likely
20336,AK,w,d,d,registered
46257,AR,w,d,r,registered
28157,CA,w,d,d,registered
72154,AR,w,d,r,registered
26944,AK,w,r,d,registered
45561,CA,w,r,d,registered
54088,CA,w,d,r,registered
10044,CT,w,r,i,registered
79924,CT,w,r,r,registered
22308,CO,w,r,i,registered
90682,AK,w,d,d,registered
81675,AL,w,r,r,likely
45645,AR,w,d,d,registered
80950,CA,w,d,r,registered
40081,AL,b,r,r,likely
96061,AK,w,r,d,registered
16788,AZ,a,r,r,registered
52412,AL,w,r,r,registered
88107,AR,h,d,i,registered
82876,CA,b,d,r,registered
62568,CO,h,d,r,likely
26418,AL,w,r,d,registered
93292,CA,w,d,d,registered
32091,AK,b,r,r,likely
23852,AZ,w,r,d,registered
13304,AK,o,r,r,likely
22324,AK,w,d,d,likely
86993,AZ,w,d,r,registered
49528,AZ,w,d,r,registered
21972,CO,a,d,r,registered
65052,CO,w,r,d,registered
17984,CO,h,r,r,registered
94450,CT,w,r,d,registered
25817,CO,b,r,d,likely
12305,CA,w,i,r,registered
81783,AZ,h,d,d,likely
36311,AL,w,d,r,registered
63813,CO,w,r,r,registered
39264,CO,b,r,r,registered
50390,CT,w,d,d,registered
95556,CA,w,r,d,registered
31183,AZ,a,r,d,likely
48043,CA,w,d,r,registered
13434,AR,b,r,r,registered
14375,CT,w,d,i,registered
74656,CO,b,d,r,registered
27468,AK,w,d,d,registered
41619,AL,w,d,r,likely
93829,AK,w,r,r,registered
86499,AK,h,r,d,registered
65446,AR,w,i,d,registered
14429,CT,h,r,d,registered
92363,AK,b,r,r,likely
76460,AR,h,r,r,registered
83452,CA,w,r,r,registered
67754,AK,h,d,r,likely
81944,CO,w,r,r,registered
10968,CA,w,d,d,likely
25655,CT,w,r,d,registered
20944,CO,w,r,d,likely
99564,AL,w,d,d,likely
90307,CA,w,d,d,registered
60850,AR,b,r,i,likely
48791,AL,a,d,d,registered
96799,AR,h,d,r,registered
60431,CO,w,r,d,registered
93766,AK,w,r,i,registered
90429,CA,w,d,d,registered
23108,CA,b,r,r,likely
61284,CA,h,d,r,likely
65665,AZ,h,i,d,registered
42272,AZ,o,r,r,likely
14811,AK,h,r,d,registered
13386,CA,w,d,d,likely
23560,CA,w,r,d,likely
47174,AZ,w,d,d,likely
92652,AZ,w,d,r,registered
38862,AL,b,r,d,registered
15034,CA,h,d,d,likely
21116,CO,w,d,d,registered
31635,CO,w,r,r,registered
11440,CT,w,d,r,likely
46846,CO,w,d,d,registered
55775,AZ,w,r,d,registered
17401,AL,b,r,r,registered
29780,AK,w,d,d,registered
38999,AR,w,d,d,registered
91920,CO,w,r,d,likely
61625,CA,w,d,r,registered
54559,AR,h,d,r,registered
63484,AR,w,d,r,registered
68164,AR,h,d,d,likely
38534,CA,w,d,r,likely
89126,AL,b,d,d,registered
84359,CT,h,d,r,registered
74345,AL,w,r,d,registered
60053,CA,w,r,d,likely
37353,AR,w,d,d,likely
42964,CT,w,r,r,registered
88951,AK,a,r,d,registered
16600,CT,h,d,d,registered
60934,CT,w,i,d,likely
76165,AR,w,d,d,registered
34429,CA,b,d,d,registered
55515,AK,w,r,d,likely
33212,CO,w,d,i,registered
66590,AK,w,r,d,registered
26959,CA,b,r,r,registered
49016,AK,w,r,r,registered
34960,CO,h,d,r,registered
47460,CA,w,d,d,registered
33492,AR,a,r,r,registered
69958,AR,w,r,r,registered
52751,CA,w,r,d,registered
78955,CT,b,d,r,registered
65363,CA,b,i,r,registered
18726,CO,h,d,d,registered
25834,AZ,a,r,r,registered
89224,CA,h,d,d,likely
91748,CO,o,d,r,likely
17188,AR,w,d,d,registered
13113,AL,w,r,r,likely
46755,AR,w,r,d,registered
93004,AZ,w,r,d,registered
18192,CT,h,d,d,likely
60303,CT,b,r,d,likely
22355,AL,b,r,d,registered
90268,AZ,w,d,d,registered
22944,CO,w,r,r,registered
53485,CA,w,d,d,likely
89422,AK,w,d,d,registered
74231,AZ,w,d,d,likely
94935,AZ,b,d,d,registered
95107,AR,w,r,d,registered
22866,CA,b,r,d,registered
44240,CT,w,r,d,likely
20968,AR,w,r,d,registered
87349,AK,w,r,d,registered
16349,AK,w,r,r,registered
60380,AR,w,d,r,registered
69366,CO,w,d,d,registered
39611,AL,w,d,d,registered
84518,AZ,h,d,d,registered
18969,AR,w,d,r,likely
91142,AR,b,d,d,likely
46576,AL,w,d,d,likely
57153,AK,h,r,r,registered
78756,CT,w,r,r,likely
59407,CO,h,d,d,registered
53904,AZ,w,d,d,registered
34933,AL,w,d,i,likely
55181,CO,w,d,d,likely
44219,AL,w,d,i,registered
39827,AR,w,d,d,likely
67365,AR,b,r,d,registered
29275,CT,w,r,r,likely
25214,CT,w,d,d,registered
35590,AL,h,i,r,registered
45150,CT,h,d,i,registered
82741,CT,h,d,d,likely
36020,AR,w,d,i,registered
92043,CO,h,r,d,registered
58220,AZ,a,d,i,likely
34084,CT,b,r,d,registered
88538,CA,b,r,r,registered
22187,AZ,w,r,r,likely
66028,AL,w,r,d,registered
57762,CT,a,d,i,registered
59703,AK,w,r,d,registered
23708,AZ,w,r,d,registered
77434,AL,w,r,r,registered
81598,AZ,b,d,d,registered
22175,CT,b,d,i,registered
61428,AK,h,r,d,likely
93760,AR,h,r,i,registered
86154,AR,w,r,d,registered
54432,CA,h,d,d,registered
31582,CT,b,d,d,registered
35516,CO,w,r,r,likely
32507,AZ,w,r,d,registered
88275,CT,w,r,d,registered
91000,CO,w,d,i,likely
86860,CA,w,d,r,registered
57458,AL,w,d,d,registered
27779,CT,w,r,d,registered
86156,AK,h,r,i,registered
87838,AK,w,d,d,likely
62283,CT,h,d,d,likely
44183,AR,w,d,d,likely
56666,CA,w,r,r,registered
18699,CT,w,d,d,registered
28665,AZ,b,d,d,registered
86150,AK,h,d,d,registered
84780,AL,w,r,r,likely
62123,AR,h,r,r,registered
96041,AL,h,d,i,likely
86770,AL,h,d,i,registered
59366,AZ,h,r,r,registered
65551,CT,h,d,d,registered
34478,CT,w,r,r,registered
80167,CT,b,d,r,likely
64325,AR,w,r,d,likely
76774,AZ,a,r,d,likely
97855,AR,h,d,d,registered
71983,AZ,w,r,r,likely
45724,AZ,w,d,r,registered
32323,CO,w,r,r,likely
98591,AK,w,r,d,likely
64811,AZ,w,r,d,registered
17109,CT,w,r,d,registered
84234,AK,w,r,d,registered
78551,CT,w,r,d,registered
69188,AZ,w,d,i,registered
82534,CT,w,r,d,registered
90572,AZ,w,d,r,likely
94931,AK,b,r,r,likely
57069,AL,w,d,r,registered
48025,CA,h,i,d,registered
80157,AK,w,r,i,registered
92655,AL,w,d,r,registered
87410,CO,w,d,d,likely
25484,CO,a,d,d,registered
57775,AR,w,d,r,registered
83174,AL,w,r,d,registered
57901,CO,b,r,d,likely
23745,AL,b,d,d,likely
61972,CO,w,r,i,registered
10299,AR,a,r,r,registered
70321,AR,w,d,r,registered
23906,CA,h,d,r,likely
38874,AZ,b,r,r,registered
15492,AR,w,d,d,registered
66929,CT,w,d,d,likely
91114,CO,h,d,r,registered
25831,AR,b,d,d,registered
16037,CA,n,d,r,likely
97400,CO,w,d,r,registered
90137,AK,w,r,r,registered
56630,AK,w,d,r,registered
17963,AK,w,r,r,registered
48026,AK,o,d,r,registered
11323,AZ,h,r,r,likely
91254,CA,w,d,d,likely
19198,AR,w,d,d,likely
62495,CA,w,r,d,registered
73422,AR,w,r,d,registered
43309,CO,b,d,d,likely
67552,CA,b,d,r,registered
49648,CA,h,r,d,registered
91073,CO,w,r,i,registered
73492,CO,h,d,r,registered
64912,AL,a,r,d,likely
39712,AK,w,d,r,likely
92565,AK,h,d,d,likely
47839,AL,w,r,r,registered
89312,AK,w,r,d,registered
21453,CT,h,r,r,registered
23878,CA,w,r,r,registered
12977,CA,h,r,r,registered
72482,AR,w,d,d,likely
80206,AL,h,r,d,registered
53822,AL,w,d,r,registered
13914,CT,w,r,i,registered
79873,AL,b,r,d,registered
64103,AL,w,d,r,registered
55987,AZ,w,d,d,registered
51853,AL,w,r,r,likely
53434,AK,a,r,d,likely
34698,AZ,h,d,d,likely
91002,AK,w,d,d,registered
64066,CA,w,d,d,likely
65192,CT,w,r,r,registered
22329,AL,w,d,d,registered
66241,AL,w,d,r,registered
12302,AK,w,r,r,likely
69879,AZ,w,r,i,registered
56464,AL,a,d,r,registered
68409,AL,w,d,r,registered
67140,CO,b,d,r,likely
65382,CA,w,d,r,likely
33373,AZ,w,d,r,likely
25371,CO,o,r,r,registered
17744,CO,w,r,r,registered
49000,CA,w,d,d,registered
79952,CO,w,r,d,likely
33211,CA,w,d,r,registered
44402,CO,b,r,d,registered
14333,CA,w,d,r,registered
14136,AL,b,r,r,likely
17206,AR,w,d,r,likely
54175,CO,w,r,d,likely
73543,CA,w,r,d,registered
92874,AL,w,r,d,registered
88743,AL,h,i,r,registered
33094,AZ,h,d,r,registered
64379,CA,w,r,r,registered
83354,CO,a,d,i,registered
74843,AK,b,r,d,likely
54714,CO,w,d,r,registered
85338,CA,h,r,d,registered
96170,CA,w,d,r,likely
99259,CO,w,d,d,registered
57323,AZ,w,d,r,registered
31664,CA,b,d,r,registered
64236,CT,w,r,i,likely
15691,AR,w,d,r,likely
28984,CO,w,d,d,registered
40213,CO,w,d,d,registered
95273,CT,w,r,r,registered
11927,AR,a,r,r,likely
72987,AK,h,r,r,likely
65496,CT,w,d,d,likely
63291,AZ,w,d,d,registered
80048,CA,h,r,r,likely
56019,CT,w,d,d,likely
86876,AK,w,r,r,registered
99843,CT,h,r,d,registered
80989,CO,w,r,d,registered
65781,AZ,b,r,r,likely
97794,AL,h,r,r,likely
44023,AR,a,d,r,likely
85008,AR,w,r,r,registered
25198,CA,w,i,r,registered
12952,CT,b,d,r,registered
26989,AK,w,r,r,likely
88157,CA,h,r,r,registered
64956,AL,a,r,d,registered
51615,CO,n,d,r,registered
23788,AZ,w,r,r,registered
44380,AL,w,d,r,registered
31041,AL,h,r,r,registered
62620,CA,w,d,r,registered
25117,AZ,w,r,d,registered
80135,CA,h,r,d,registered
46752,CO,w,d,r,registered
24101,CT,b,r,r,registered
61307,CO,w,d,d,registered
66256,AZ,w,d,i,likely
33137,CT,b,d,r,likely
68978,CA,w,r,d,registered
81774,CT,h,r,d,likely
43626,AZ,w,d,r,registered
46740,AL,w,r,d,likely
52560,AZ,w,d,r,registered
34496,AZ,w,d,d,registered
34816,CT,a,r,d,registered
76708,CA,b,r,i,registered
30797,AZ,w,d,d,likely
48534,CT,w,r,d,registered
26615,CA,h,d,r,likely
40894,CA,b,d,d,registered
11025,AK,w,r,r,likely
80003,AL,w,r,d,likely
16232,CT,w,d,r,likely
11065,AK,h,r,d,registered
37130,AZ,w,r,d,likely
95379,CT,a,r,r,likely
73888,AR,w,r,r,registered
56060,AZ,w,r,r,registered
42243,CT,b,i,r,likely
98256,CO,w,d,r,likely
64965,AL,w,d,d,registered
92013,AL,a,d,r,registered
50393,AR,w,d,d,likely
42780,CO,b,d,d,likely
66095,CA,h,r,d,registered
63506,CA,b,r,d,likely
48033,AL,w,d,d,registered
20347,AK,w,r,d,registered
26207,CA,w,r,r,registered
44237,AK,w,r,i,likely
95968,CA,b,r,r,likely
84652,AZ,b,d,d,likely
91918,AR,w,r,d,likely
57073,AR,h,d,r,likely
27062,AK,b,r,d,registered
78733,AZ,w,r,r,likely
86711,AR,w,r,d,registered
76911,CO,w,r,d,registered
59570,AK,w,d,d,likely
51654,AR,w,d,d,likely
40479,AR,w,r,r,registered
96011,AR,b,r,d,registered
57644,CO,w,r,d,registered
91125,CA,w,d,d,likely
43990,AZ,w,r,d,registered
61800,AK,b,r,d,registered
13977,AK,w,d,d,registered
22933,AR,w,r,r,registered
21566,CT,w,d,d,likely
62206,AK,w,r,r,registered
38343,AR,w,d,i,likely
47223,AL,a,d,i,registered
37950,CA,a,d,d,likely
39727,AZ,a,r,d,registered
63765,CT,w,d,d,registered
98940,CO,w,i,r,likely
34267,CO,w,d,r,registered
37939,CO,w,r,d,registered
49631,CT,w,r,d,registered
89326,CA,w,r,d,registered
65142,CA,h,r,r,registered
75387,CO,w,d,r,registered
95225,AL,h,d,d,registered
40311,CT,h,d,d,registered
37466,AZ,w,r,d,registered
82594,CT,h,r,i,registered
40806,CO,w,r,r,likely
74686,CT,w,r,d,registered
52517,AL,w,r,r,registered
48578,AK,b,d,r,registered
79622,AL,h,d,i,likely
87215,CO,a,r,r,likely
31533,CT,w,d,d,likely
99408,CO,w,d,d,likely
52840,AK,w,r,d,registered
78951,CA,w,r,d,registered
67299,CA,b,r,i,registered
56798,CO,w,r,d,likely
42894,AK,h,r,d,likely
51391,AR,h,d,r,registered
17759,CO,w,d,d,likely
44107,AZ,h,d,r,likely
52691,CO,h,d,r,likely
21886,AK,w,r,r,registered
66598,AR,w,r,r,registered
68166,AK,w,r,r,registered
54498,CO,b,r,d,likely
10884,AR,h,d,r,registered
36678,AL,w,r,r,registered
75629,CO,h,r,d,registered
57276,AR,w,d,r,registered
79734,AZ,w,r,r,registered
26015,AL,w,r,r,registered
62748,CO,w,d,d,likely
14329,CO,w,d,d,registered
94981,CT,w,r,d,registered
98324,CA,w,r,d,registered
10386,AR,h,r,d,likely
78559,AZ,h,r,d,registered
48863,CA,w,d,r,likely
19103,AK,w,r,d,registered
70116,CO,b,d,d,likely
79587,AZ,w,r,i,registered
41432,AL,h,d,d,registered
20731,CO,h,r,d,registered
82899,AR,w,d,d,registered
89833,CA,w,d,r,likely
96019,AZ,b,d,d,registered
50185,AK,w,r,r,registered
48950,CA,w,d,r,registered
77264,CO,w,r,r,registered
28960,CT,h,d,d,likely
48302,CT,w,r,d,likely
64738,AL,w,r,d,registered
19710,AK,h,r,r,likely
51282,CA,w,d,r,registered
67592,CT,w,d,r,likely
29552,CA,w,r,d,likely
16621,AZ,w,d,d,registered
68330,CT,h,r,r,registered
23563,AL,w,r,r,likely
79148,CA,w,d,d,likely
18866,CA,h,r,d,registered
75890,AZ,w,r,r,registered
24171,AL,w,r,d,registered
63316,AR,w,d,r,registered
86071,CO,w,d,r,registered
87282,AK,a,d,d,likely
90786,CO,h,d,d,registered
19978,CO,w,d,d,registered
14183,AR,h,r,r,registered
55830,CA,w,d,r,likely
27445,AR,h,r,r,registered
25981,CA,b,r,d,registered
72943,CT,b,r,d,registered
85364,CT,h,d,i,registered
86764,AK,b,r,r,registered
95712,CO,w,r,d,likely
90671,AR,w,d,r,likely
91060,CO,w,d,d,registered
98982,AL,h,r,r,registered
25210,CT,h,r,d,registered
33659,AZ,o,r,d,likely
69378,AR,a,d,d,likely
62065,CA,h,d,d,registered
48323,CA,w,d,d,registered
72475,AR,b,r,r,likely
14796,AR,h,d,r,registered
42412,CA,w,d,d,likely
75587,AL,w,d,r,likely
36651,AL,w,d,d,likely
45216,AZ,h,r,d,registered
70361,AK,b,r,r,registered
79724,CT,w,d,d,registered
74756,AZ,w,d,r,likely
95596,AZ,w,r,d,likely
53356,CT,w,d,r,registered
26497,AK,w,d,d,registered
87699,AZ,h,i,d,likely
32458,AR,w,d,r,registered
12552,CT,w,d,r,likely
69975,AR,w,d,r,registered
45935,AL,w,r,r,likely
16125,CO,h,r,r,registered
88524,CA,w,r,r,likely
47381,AK,w,d,r,registered
75776,CA,h,r,d,likely
65317,AR,w,r,d,registered
95368,AK,h,r,r,likely
79869,CT,b,r,i,registered
83844,CA,h,d,d,likely
12899,CO,w,r,d,registered
17597,AR,h,r,d,registered
88670,AR,w,d,r,likely
21759,AK,w,d,r,registered
59483,CA,b,i,r,likely
36094,CT,o,d,d,registered
28156,AZ,w,d,r,registered
65495,AR,w,i,r,registered
12418,AK,b,r,d,registered
71964,AR,w,d,d,registered
30544,CA,h,r,d,registered
45939,AL,w,r,r,registered
77513,CO,w,d,r,registered
46562,AL,w,d,r,registered
47439,CT,b,d,d,likely
55504,CT,w,d,r,registered
86022,AK,w,r,r,likely
12680,AR,h,d,r,registered
63141,AR,w,r,r,likely
30288,CA,h,r,i,registered
47961,AR,w,r,r,likely
94239,AZ,w,d,r,registered
74220,AZ,h,r,d,likely
40934,AK,h,r,r,likely
74918,AK,b,r,r,registered
43359,AK,h,d,d,registered
60872,AR,b,r,r,registered
50563,AL,h,d,r,registered
84110,CO,w,r,d,registered
97064,AL,h,d,d,likely
87499,CO,h,d,d,registered
20022,CT,b,i,r,registered
89838,AZ,h,d,r,registered
52305,CT,b,r,r,likely
84685,AK,w,r,r,registered
30741,CT,w,r,d,registered
32802,AK,w,r,d,likely
32287,AK,w,r,r,registered
18514,AR,h,d,r,registered
34052,CA,w,d,r,likely
86335,AR,w,r,r,likely
10493,AZ,h,d,d,likely
30038,AR,w,d,r,registered
64419,AZ,w,r,r,registered
54095,CO,b,r,d,registered
17426,AZ,h,r,d,registered
57773,AK,w,r,r,likely
25914,AZ,w,r,r,registered
88859,CO,h,d,d,registered
67616,AL,h,r,r,likely
63360,CT,n,d,d,likely
95425,AR,b,r,d,registered
52683,AR,o,r,r,registered
68555,CA,w,d,r,registered
40555,CT,b,d,d,registered
10553,AL,w,d,r,registered
95619,AR,w,r,r,registered
36761,AK,w,r,r,registered
86275,CT,h,r,r,registered
49396,CT,w,d,d,likely
33410,CO,w,d,d,registered
17495,AL,a,d,r,registered
12268,CT,h,d,d,registered
12645,AK,w,r,r,registered
12390,AK,a,d,r,registered
23135,AR,h,r,r,likely
48072,AR,w,d,r,registered
99277,CA,a,r,d,registered
82880,AK,h,r,d,likely
96193,AK,w,r,r,registered
69840,CT,n,r,r,likely
69005,CO,w,d,d,likely
69336,AZ,w,d,d,likely
65980,CO,b,d,d,registered
61852,AL,w,d,d,registered
47261,AR,w,r,d,registered
40130,CT,b,r,d,registered
51848,CT,w,r,d,registered
24400,CA,w,r,r,registered
72555,AL,w,r,r,registered
24123,CT,w,d,d,likely
84396,AK,b,r,d,registered
48283,AR,w,r,d,registered
84046,AK,w,r,d,likely
59256,CT,w,r,r,registered
45552,CA,b,r,r,registered
93974,AZ,h,r,d,registered
50999,AZ,w,r,d,registered
55706,CT,h,d,d,likely
60620,AR,w,r,i,registered
77148,CA,w,r,d,registered
87667,AZ,w,r,i,registered
64746,AL,a,d,i,likely
33054,AZ,w,r,d,registered
39453,AK,h,i,r,registered
42749,CT,w,d,r,likely
29820,CO,w,r,r,likely
43532,CO,w,r,r,likely
62904,AZ,w,r,r,likely
56808,CO,w,d,r,registered
13920,AR,w,r,d,registered
69185,AZ,b,r,r,likely
24115,CT,h,r,i,registered
18759,CT,w,r,r,likely
12553,AZ,w,d,i,registered
70433,CA,w,d,d,likely
76154,AL,w,r,r,registered
87405,AL,b,r,d,registered
50410,CO,w,i,d,likely
36899,CT,w,d,i,registered
10258,CT,w,d,r,registered
22914,CO,b,d,r,registered
96300,AR,b,d,d,likely
76422,AK,w,r,d,registered
24504,CO,h,r,r,registered
90051,CT,b,r,d,registered
19077,AZ,w,r,r,registered
26879,CT,a,d,r,likely
38055,CT,w,d,d,registered
16100,CA,h,d,d,registered
62808,CO,w,r,i,registered
64297,AK,b,r,r,registered
10516,CA,b,d,d,registered
49321,CT,w,d,r,registered
90695,AR,w,d,r,registered
51788,AL,h,r,r,registered
39947,CO,a,d,r,registered
20418,AR,w,d,d,likely
95832,CA,w,r,r,likely
90181,AR,w,d,d,likely
57480,CO,h,r,d,registered
48394,AL,w,d,d,registered
17152,AK,h,d,r,registered
53339,CT,a,r,d,registered
31683,AK,a,d,r,registered
93576,CT,w,d,d,likely
27795,AL,w,d,d,registered
34542,CA,w,d,d,registered
99504,CT,a,r,i,registered
59638,CA,h,d,d,registered
58126,AR,h,r,r,registered
23109,CA,w,d,d,registered
24608,CT,b,d,r,registered
38243,AL,w,d,d,registered
50095,CO,w,d,d,registered
60499,CA,a,r,d,registered
45767,AL,w,r,r,likely
22686,CO,a,r,d,likely
86339,AZ,h,d,r,likely
21818,AL,a,i,r,likely
19306,AZ,w,d,i,likely
27901,AK,w,d,i,registered
92837,AL,w,r,r,registered
48953,AR,w,r,i,registered
61090,CO,w,d,d,likely
68932,CT,b,r,d,registered
15187,AL,b,r,d,registered
55605,CA,h,d,d,likely
83120,AL,w,d,d,registered
82448,CA,h,r,d,registered
95681,CA,w,d,r,registered
12421,AR,w,d,d,registered
90212,AL,h,d,d,likely
78578,AR,h,r,r,likely
16036,CA,w,r,d,registered
98692,AK,w,d,d,registered
79742,AR,w,d,i,registered
33047,AR,a,d,d,likely
53297,CA,w,d,r,registered
39376,AK,b,r,d,registered
17224,CO,h,r,d,registered
11677,AR,b,r,r,registered
34992,CO,w,d,d,registered
39308,AZ,w,r,i,likely
30718,CO,b,r,r,registered
25061,CT,w,d,r,registered
22570,CO,b,r,r,registered
33409,CA,h,r,r,likely
57457,CA,w,d,d,likely
19823,CA,w,r,r,registered
25402,CT,h,d,d,registered
89585,CA,w,d,r,likely
94478,AK,h,r,d,registered
39347,AR,w,d,r,likely
92396,CA,w,r,r,likely
59192,CA,h,r,d,likely
45837,AL,b,r,r,likely
59518,CO,w,r,r,registered
56806,CA,w,d,d,registered
57743,CO,h,r,r,registered
48823,CA,h,d,r,registered
23057,AZ,w,d,r,likely
90414,AR,w,d,r,registered
65860,CA,b,d,i,likely
71391,AR,w,r,d,registered
62406,CO,w,d,d,registered
11505,AR,h,d,r,registered
18935,AL,w,d,r,registered
56981,CT,w,d,r,likely
82580,CA,h,d,d,registered
35322,AK,b,d,d,registered
28598,AL,b,r,d,likely
83297,AR,w,d,d,likely
70865,AK,w,i,r,registered
21586,CT,w,r,r,registered
69441,AR,w,r,d,registered
17950,CO,w,d,d,likely
72425,AL,w,d,d,registered
90019,CT,w,d,r,registered
56893,AK,b,r,r,likely
36512,CA,h,i,d,registered
49848,AL,h,d,d,likely
89949,CT,w,r,r,registered
79338,CA,w,r,r,registered
65174,AK,w,r,r,likely
19233,CT,w,r,d,registered
58900,AK,w,d,r,registered
73714,AR,w,d,r,likely
11624,AK,h,r,d,registered
50668,CT,h,r,d,registered
93344,AL,w,r,r,registered
96769,AL,b,r,r,registered
99818,AK,w,d,r,registered
74272,AR,w,d,r,registered
43122,CO,w,r,i,likely
43507,AZ,w,r,d,likely
32432,CT,w,d,r,registered
39222,AZ,h,d,d,likely
14973,CA,a,d,r,registered
29216,AL,w,r,d,likely
77867,AZ,w,d,d,likely
77827,CT,w,r,d,registered
74774,AZ,w,d,r,registered
32769,AL,w,d,d,registered
51487,AL,w,r,d,registered
13412,AR,h,d,d,likely
56226,AL,w,r,d,registered
83199,AL,w,r,r,registered
16860,AK,b,d,d,registered
68086,CA,a,r,d,registered
80034,AR,w,d,d,registered
41372,CA,h,d,r,likely
17278,CT,a,d,d,registered
53300,AL,h,d,r,registered
48298,AZ,w,d,r,registered
91746,CT,a,r,r,registered
39988,AK,h,d,r,likely
99834,AK,w,d,d,registered
26583,CO,w,d,i,likely
49214,AL,w,r,r,registered
12129,AL,b,d,d,registered
73027,AK,w,d,d,registered
48375,AR,a,r,d,likely
38034,AK,w,r,r,registered
37299,AZ,w,d,d,registered
11208,CO,w,r,i,registered
56208,AR,n,r,r,registered
44118,AL,b,d,r,registered
56993,AR,w,d,r,likely
49397,CT,w,r,d,likely
67912,CO,a,d,d,likely
81277,CO,w,d,r,likely
42251,CA,w,r,r,registered
17618,AK,w,d,d,registered
84137,CA,w,r,d,likely
82469,AL,w,d,d,registered
43173,CO,a,r,i,likely
88717,CA,w,r,r,registered
59864,CO,b,d,r,registered
51264,AK,w,r,d,registered
76100,CA,h,d,r,likely
52658,AK,n,d,r,registered
74258,AR,h,d,d,registered
39749,CT,w,r,r,registered
90246,CT,w,r,r,registered
92206,AR,w,d,r,likely
10138,AL,w,d,d,registered
26131,AZ,w,d,d,registered
46844,CO,w,r,r,likely
71483,AR,w,r,d,registered
74044,CO,w,r,d,registered
17049,AL,w,r,d,registered
73630,CA,a,d,d,likely
14032,AK,a,r,r,likely
96119,CO,b,d,d,likely
75883,AZ,w,r,d,registered
93294,AK,w,r,r,registered
34323,CA,b,r,r,registered
66004,AZ,a,r,d,registered
99205,CA,h,d,d,likely
41626,CO,w,d,d,registered
22295,CA,h,d,d,registered
58885,AK,w,r,d,registered
70992,AZ,w,i,d,likely
64365,CO,a,d,r,likely
52972,AR,w,d,r,registered
52712,CT,h,r,i,likely
31046,CA,w,d,r,registered
40390,CO,w,d,d,registered
59289,AK,w,d,r,registered
62965,AZ,w,d,r,registered
47392,AL,b,r,d,likely
53991,CA,w,r,r,registered
82415,CA,w,d,d,likely
54058,AR,w,r,d,registered
67794,CA,w,d,d,registered
41539,CO,h,r,r,likely
41212,AZ,w,d,d,registered
18662,AL,w,r,d,registered
40642,CO,w,r,d,likely
82024,CA,w,r,r,likely
32552,CO,h,r,r,registered
81622,AL,h,r,d,likely
88433,CT,a,r,d,likely
96208,CT,w,d,d,registered
41268,AL,w,d,r,registered
79544,AL,w,d,d,likely
63307,AR,w,d,r,registered
94987,CA,w,d,r,registered
28296,AK,h,d,d,registered
44936,AR,w,d,r,registered
44956,AR,h,d,r,registered
36737,AL,w,d,r,likely
68730,AK,h,d,d,registered
96239,CO,w,d,r,registered
47869,AZ,a,r,r,registered
89166,CO,w,d,r,registered
77561,AL,w,d,r,registered
78471,CO,w,r,d,registered
29367,AR,w,d,r,registered
78114,AZ,b,d,r,registered
49268,CA,w,r,d,registered
62401,AL,w,d,d,registered
89488,AK,a,d,r,likely
88200,AR,b,d,d,likely
25070,AL,w,d,d,registered
70977,AZ,w,d,r,registered
82551,AR,w,d,r,likely
50970,AR,w,d,d,registered
71875,AZ,w,d,d,registered
51472,AR,w,d,r,registered
95413,AL,b,r,d,registered
83681,AZ,w,d,d,registered
87863,CO,w,r,r,registered
87276,AR,w,r,i,likely
32859,CA,w,d,i,registered
26780,CT,w,d,r,registered
11184,AR,w,r,d,registered
77900,AZ,h,d,r,registered
32583,CA,w,r,r,likely
45829,CA,w,r,d,likely
30327,AZ,b,d,r,registered
13699,CA,b,r,r,registered
67283,CT,b,d,d,likely
63092,CT,w,d,r,likely
78840,CT,w,r,d,registered
94719,AZ,w,d,d,likely
95023,AL,b,r,d,registered
65853,AL,a,r,d,likely
66732,AZ,h,d,r,likely
82402,AR,w,d,d,registered
95749,CA,a,d,r,registered
37815,AL,w,d,i,registered
85502,CO,w,d,d,registered
31493,CT,b,d,r,registered
20190,CA,a,d,r,likely
87045,CO,a,r,d,likely
69263,AZ,w,r,d,registered
93873,AK,w,r,r,registered
86089,AK,a,d,r,registered
90967,AR,b,d,r,registered
75354,AR,w,d,d,likely
88267,AZ,w,r,r,likely
84961,CO,w,d,d,registered
22562,AK,a,d,d,likely
70966,AL,w,d,r,registered
31270,AK,w,r,r,registered
44867,AR,w,d,r,registered
17703,CA,w,r,d,registered
79441,CT,w,d,d,likely
52276,CA,w,r,r,registered
99651,AL,w,d,r,registered
89490,CA,w,d,d,registered
38456,CA,b,d,d,registered
34737,CO,a,r,d,likely
72083,AL,b,d,d,likely
36373,AL,w,d,d,registered
90350,CO,w,d,r,likely
60526,CT,w,r,r,registered
38802,AR,b,d,d,likely
74444,AR,w,r,r,registered
80006,AR,h,r,r,registered
